Message_id,Person Who Felt the Emotion,Gender,Cause
s4868_bolly,man,male,fear of facing his sister-in-law
s4869_bolly,character,Male,inappropriate public display of affection
s4870_bolly,sister-in-law,Female,being unromantic in front of family members
s4871_bolly,Adaa,Female,causing shame to family
s4872_bolly,father,Male,irresponsible behavior and borrowing money from loan shark
s4873_bolly,Zubeida's son,Male,stealing
s4874_bolly,Deepraj Khanna's daughter,Female,Fear of rejection
s4875_bolly,Raj,Male,inappropriate behavior
s4876_bolly,grief,,causing sadness
s4877_bolly,Bhabhi,Female,Accused of inappropriate behavior
s4878_bolly,Tarun,Male,Asking for favors/borrowing
s4879_bolly,speaker's community,,spreading hatred and violence
s4880_bolly,woman,female,not conforming to traditional dress code
s4881_bolly,character,Male,degraded by wife and father-in-law
s4882_bolly,Gajendra Pratap Singh,Male,Selfishness and neglecting family responsibilities
s4883_bolly,Nation,,religious intolerance and violence
s4884_bolly,police department,,incompetence in identifying and arresting criminals
s4885_bolly,people laughing,,making fun of a woman whose son has left her
s4886_bolly,police department,,negligence in duty
s4887_bolly,journalist,likely male,misuse of power
s4888_bolly,Ram Sinha,Male,physical assault on a journalist
s4889_bolly,Mallu Singh,Male,Being insulted publicly
s4890_bolly,Mallu Singh,Male,Unknown reason
s4891_bolly,Inspector Mallu Singh,Male,Incompetence or corruption
s4892_bolly,Police Commissioner,Male,Accused of killing
s4893_bolly,police,male,incompetence
s4894_bolly,omen,,being a bad omen
s4895_bolly,omen,,being a bad omen
s4896_bolly,protagonist,Female,bringing shame to family by not marrying
s4897_bolly,visitor,likely male,not participating in local customs
s4898_bolly,husbands,Male,burping in front of wives
s4899_bolly,Lolita,Female,Infidelity
s4900_bolly,Lolita,Female,Infidelity
s4901_bolly,Lolita,Female,Infidelity
s4902_bolly,man,male,not fulfilling responsibilities
s4903_bolly,character,male,inappropriate behavior
s4904_bolly,Character 1,Male,Sharing personal intimate details
s4905_bolly,cricket team,,poor performance
s4906_bolly,man,male,inability to arrange tickets
s4907_bolly,Ramakant Sahay's son,Male,Not maintaining dignity and being idle
s4908_bolly,dancer,female,performing a vulgar dance
s4909_bolly,Karan,Male,Relationship with a cabaret dancer
s4910_bolly,son,male,inappropriate public behavior and relationship with a cabaret dancer
s4911_bolly,Tej,Male,not fulfilling expectations
s4912_bolly,Cobra,Male,surviving a murder attempt
s4913_bolly,Police Officer,Male,misuse of power
s4914_bolly,father,Male,being an unsuccessful father
s4915_bolly,father,Male,unsuccessful parenting
s4916_bolly,speaker,male,being shameless
s4917_bolly,Basanti,Female,Being a prostitute
s4918_bolly,henchmen,Male,being subservient and not competent
s4919_bolly,two individuals,,not being supportive
s4920_bolly,two individuals,,disrespecting their guru
s4921_bolly,Bajrangi,Male,Cheating
s4922_bolly,Mr Bhatia's and Hyderbhai's sons,Male,going to jail
s4923_bolly,Hyderbhai's son and speaker's son,Male,going to jail
s4924_bolly,son,male,not taking responsibility
s4925_bolly,speaker,likely male,inaction in the face of family tragedy
s4926_bolly,Sunita,Female,Illness
s4927_bolly,servant,,being ungrateful
s4928_bolly,Person being addressed,,disrespect and arrogance
s4929_bolly,buyer,,undervaluing a historical item
s4930_bolly,husband,male,wife's infidelity
s4931_bolly,character speaking,male,being handcuffed implying criminal activity)
s4932_bolly,Hariharan,Male,cowardice
s4933_bolly,girl,female,wearing inappropriate clothes
s4934_bolly,Indian actresses,Female,Not being as attractive as foreign actresses
s4935_bolly,Dilnaaz,Female,inappropriate behavior with a married man
s4936_bolly,Raj,Male,being a virgin
s4937_bolly,woman,female,promiscuity
s4938_bolly,law,,inability to control crime
s4939_bolly,Mr. Khan,Male,involvement in illegal activities
s4940_bolly,character being threatened,likely male,attempted murder
s4941_bolly,father,male,low social status or profession
s4942_bolly,student,likely male,suggesting inappropriate theme for a party
s4943_bolly,girl,female,not following dress code
s4944_bolly,son,male,not fulfilling marital duties
s4945_bolly,speaker,likely male,celebrating defeat
s4946_bolly,person who bunked college,likely male,bunking college
s4947_bolly,speaker,female,not willing to change for the relationship
s4948_bolly,girl,female,inappropriate talk about marriage
s4949_bolly,daughter,female,interacting with men and potential elopement
s4950_bolly,female character,female,inappropriate public behavior
s4951_bolly,woman,female,not being bold and assertive
s4952_bolly,Purushottam,Male,Betrayal/Abandonment
s4953_bolly,Janki and Purushottam,Female and Male,Abandonment by Manish
s4954_bolly,Purushottam and Janki,Male and Female,Abandonment by Manish
s4955_bolly,elderly man,male,marrying a much younger woman
s4956_bolly,elderly man,Male,marrying a much younger woman
s4957_bolly,daughter,female,inter-caste relationship
s4958_bolly,woman,female,lying in front of men
s4959_bolly,woman,Female,lying
s4960_bolly,nation,,hypocrisy and inaction towards atrocities
s4961_bolly,nation,,hypocrisy and inaction in face of atrocities
s4962_bolly,men,male,not standing up against atrocities
s4963_bolly,society,,mistreatment of women
s4964_bolly,rapist,Male,rape and murder
s4965_bolly,character,male,nudity
s4966_bolly,female character,female,expressing her love openly
s4967_bolly,Sanjay,Male,not understanding a girl's mind
s4968_bolly,Mushtaq's mother and sister,Female,Family honor
s4969_bolly,future Emperor,Male,not keeping his promise
s4970_bolly,Pamela,Female,not fulfilling traditional role of a mother
s4971_bolly,Heena's mother,Female,not allowing communication with Heena
s4972_bolly,girl,Female,compromising self-respect for career advancement
s4973_bolly,hero,male,using unethical means to get a break in career
s4974_bolly,cabbie,male,not respecting the profession
s4975_bolly,community,,religious conversion
s4976_bolly,lay about,Male,being dependent and not earning
s4977_bolly,person being advised,,greed and materialism
s4978_bolly,Natasha,Female,Infidelity
s4979_bolly,Chhotu,Male,being a chef
s4980_bolly,speaker,likely male,selfishness
s4981_bolly,man,male,neglecting his child and lying
s4982_bolly,director,male,making the actress perform difficult dance steps
s4983_bolly,character being addressed,Male,inability to express feelings to a girl
s4984_bolly,Bank Manager,Male,accused of theft
s4985_bolly,fiance,Male,infidelity
s4986_bolly,Prince,Male,dirty and torn clothes
s4987_bolly,person being addressed,,living a life full of falsehood artificiality & bigotry
s4988_bolly,boy,male,invading privacy
s4989_bolly,Nikhil,Male,owning multiple pairs of shoes
s4990_bolly,Miss Mohini,Female,gallivanting with street dogs at night
s4991_bolly,daughter,female,having a relationship before marriage
s4992_bolly,old woman,female,being poor and begging
s4993_bolly,protagonist,Male,aggressive behavior
s4994_bolly,woman,Female,sexual exploitation
s4995_bolly,woman,female,forced into prostitution
s4996_bolly,Rohan,Male,betrayal or dishonesty
s4997_bolly,Simi,Female,causing emotional distress to others
s4998_bolly,receiver of the call,likely female,inappropriate behavior in public
s4999_bolly,character being addressed,likely female,behaving inappropriately in public
s5000_bolly,Sangram,Male,lack of achievement
s5001_bolly,speaker,,unknown
s5002_bolly,Begum,Female,murder
s5003_bolly,woman,female,promiscuity
s5004_bolly,younger sister,Female,getting married before elder sister
s5005_bolly,Vaidehi's potential in-laws,,asking for dowry
s5006_bolly,speaker's friend,,betrayal and physical assault
s5007_bolly,author,male,writing about violence and regret
s5008_bolly,story writer,,writing explicit content
s5009_bolly,daughter,female,not meeting father's expectations
s5010_bolly,Rohan,Male,Betrayal or dishonesty
s5011_bolly,character being high-fived,likely male,not knowing basic knowledge
s5012_bolly,lawyer,male,inappropriate behavior in front of women
s5013_bolly,harasser,Male,harassing a woman
s5014_bolly,speaker,,inappropriate conversation in front of a child
s5015_bolly,people with ailments,,hiding their health problems
s5016_bolly,Madam,Female,Discussing sex-related health problems in public
s5017_bolly,girl,female,behaving shamelessly
s5018_bolly,elderly person,,inappropriate behavior and cheating
s5019_bolly,driver,male,hit and run
s5020_bolly,cab driver,male,inappropriate behavior or misconduct
s5021_bolly,character who died,,hurting speaker's mother
s5022_bolly,nephew,Male,cowardice
s5023_bolly,Devasena,Female,Not being beautiful enough
s5024_bolly,woman,Female,Disrespecting authority
s5025_bolly,character being spoken to,Male,associating with British colonizers
s5026_bolly,woman,female,being secretive or not open
s5027_bolly,speaker,,begging for mercy
s5028_bolly,father,male,not being successful or affluent
s5029_bolly,Anuj,Male,Unknown reason
s5030_bolly,Nikhil,Male,Touching another's wife
s5031_bolly,man,male,boasting about fighting
s5032_bolly,father's enemy,likely male,indecent act
s5033_bolly,Suraj Singh,Male,Betrayal and deceit
s5034_bolly,mother,Female,having an extramarital affair
s5035_bolly,Mr. Shukla,Male,showing fear
s5036_bolly,Lajjo's daughter,Female,Being shy and reserved
s5037_bolly,character,likely male,dishonesty and rudeness
s5038_bolly,Babuji,Male,Lack of respect towards elders
s5039_bolly,man,male,disrespecting elders and religious sentiments
s5040_bolly,speaker,likely male,inappropriate behavior
s5041_bolly,male character,Male,drinking alcohol in the presence of a lady
s5042_bolly,maidens,female,not maintaining chastity and modesty
s5043_bolly,Raj,Male,Unknown
s5044_bolly,fairies,Female,not being as beautiful as the person being addressed
s5045_bolly,Lajjo's daughter,Female,Being shy
s5046_bolly,character,likely male,dishonesty and rudeness
s5047_bolly,Babuji,Male,Disrespect towards elders
s5048_bolly,unknown,male,disrespecting elders and religious sentiments
s5049_bolly,speaker,likely male,misbehavior
s5050_bolly,man,male,drinking alcohol in front of a lady
s5051_bolly,maidens,Female,not maintaining modesty
s5052_bolly,Speaker,Male,Discussing personal matters with Raj
s5053_bolly,C.M,Male,inability to resolve a case
s5054_bolly,Madras and Lucknow,,not having big enough hoardings
s5055_bolly,speaker,,past actions
s5056_bolly,character,male,dependency on mother
s5057_bolly,speaker,likely female,associating with a perceived enemy
s5058_bolly,speaker,female,associating with a perceived enemy
s5059_bolly,searcher,likely female,looking for someone in disreputable places
s5060_bolly,Junaid Ansari,Male,being a state enemy
s5061_bolly,women,female,comparing women to animals
s5062_bolly,first speaker,likely male,being manipulated and controlled
s5063_bolly,person being argued with,,insolence and arguing
s5064_bolly,Vikas,Male,inappropriate behavior with girls
s5065_bolly,Vikas,Male,Disrespectful behavior
s5066_bolly,Ashata,Female,infidelity
s5067_bolly,accountant,Male,inappropriate behavior
s5068_bolly,beggar,,begging for money
s5069_bolly,son,male,stealing
s5070_bolly,speaker,male,visiting a nightclub or a prostitute
s5071_bolly,character being addressed,likely male,being called tasteless and not respectable
s5072_bolly,daughter,female,not being married
s5073_bolly,prostitute,Female,forced into prostitution
s5074_bolly,girl,female,refusing to marry
s5075_bolly,Mahesh,Male,Mischievous behavior
s5076_bolly,girl,female,being called brainless
s5077_bolly,She',Female,Being assertive or aggressive
s5078_bolly,girl,female,dishonoring family
s5079_bolly,Chetan,Male,feeling uncomfortable to change clothes in someone's presence
s5080_bolly,Payal,Female,Being with a male friend
s5081_bolly,Payal,Female,secret meetings with Shameem
s5082_bolly,Payal and Shameem,Female,secret meetings/relationship
s5083_bolly,Mother,Female,Intruding in personal matters
s5084_bolly,Raju,Male,stealing
s5085_bolly,Jagan,Male,taking revenge on an innocent child
s5086_bolly,man,male,inappropriate sexual behavior
s5087_bolly,man,male,creating obstacles and problems
s5088_bolly,speaker,,inability to control emotions
s5089_bolly,impostor,likely male,pretending to be someone else
s5090_bolly,man,male,dishonoring a woman
s5091_bolly,man,male,working in a low-status job
s5092_bolly,speaker,male,inability to provide for family
s5093_bolly,character asking for a kiss,likely male,asking for physical intimacy inappropriately
s5094_bolly,character asking for a kiss,likely male,inappropriate public behavior
s5095_bolly,man,male,being shameless and presumptuous
s5096_bolly,character punishing the kid,likely male,punishing an innocent child for his father's crimes
s5097_bolly,man,male,working in a low-status job
s5098_bolly,speaker,male,inability to provide for family
s5099_bolly,character asking for a kiss,likely male,asking for physical intimacy inappropriately
s5100_bolly,male,male,inappropriate public behavior
s5101_bolly,man,male,being shameless and presumptuous
s5102_bolly,character,likely male,punishing an innocent child for his father's crimes
s5103_bolly,Ravi,Male,hiding information
s5104_bolly,Unnamed Male,Male,Holding grudges
s5105_bolly,sister,female,promiscuity
s5106_bolly,Mahinder,Male,pursuing the same girl as his son
s5107_bolly,Mahinder and his family,Male,pursuing the same girl
s5108_bolly,woman,female,generalizing all men based on few bad experiences
s5109_bolly,people accusing son,,false accusations
s5110_bolly,speaker's child,,lying
